010121;010111
010129;010119
010130;010111
010190;010119
010221;010210
010229;010290
010231;010210
010239;010290
010290;010290
010310;010310
010391;010391
010392;010392
010410;010410
010420;010420
010511;010511
010512;010519
010513;010519
010514;010519
010515;010519
010594;010591
010599;010599
010611;010600
010612;010600
010613;010600
010614;010600
010619;010600
010620;010600
010631;010600
010632;010600
010633;010600
010639;010600
010641;010600
010649;010600
010690;010600
020110;020110
020120;020120
020130;020130
020210;020210
020220;020220
020230;020230
020311;020311
020312;020312
020319;020319
020321;020321
020322;020322
020329;020329
020410;020410
020421;020421
020422;020422
020423;020423
020430;020430
020441;020441
020442;020442
020443;020443
020450;020450
020500;020500
020610;020610
020621;020621
020622;020622
020629;020629
020630;020630
020641;020641
020649;020649
020680;020680
020690;020690
020711;020710
020712;020721
020713;020739
020714;020741
020724;020710
020725;020722
020726;020739
020727;020742
020741;020710
020742;020723
020743;020731
020744;020739
020745;020743
020751;020710
020752;020723
020753;020731
020754;020739
020755;020743
020760;020739
020810;020810
020830;020890
020840;020890
020850;020890
020860;020890
020890;020890
020910;020900
020990;020900
021011;021011
021012;021012
021019;021019
021020;021020
021091;021090
021092;021090
021093;021090
021099;021090
030111;030110
030119;030110
030191;030191
030192;030192
030193;030193
030194;030199
030195;030199
030199;030199
030211;030211
030213;030212
030214;030212
030219;030219
030221;030221
030222;030222
030223;030223
030224;030229
030229;030229
030231;030231
030232;030232
030233;030233
030234;030239
030235;030239
030236;030239
030239;030239
030241;030240
030242;030269
030243;030261
030244;030264
030245;030269
030246;030269
030247;030269
030249;030269
030251;030250
030252;030262
030253;030263
030254;030269
030255;030269
030256;030269
030259;030269
030271;030269
030272;030269
030273;030269
030274;030266
030279;030269
030281;030265
030282;030269
030283;030269
030284;030269
030285;030269
030289;030269
030291;030270
030292;030265
030299;030269
030311;030310
030312;030310
030313;030322
030314;030321
030319;030329
030323;030379
030324;030379
030325;030379
030326;030376
030329;030379
030331;030331
030332;030332
030333;030333
030334;030339
030339;030339
030341;030341
030342;030342
030343;030343
030344;030349
030345;030349
030346;030349
030349;030349
030351;030350
030353;030371
030354;030374
030355;030379
030356;030379
030357;030379
030359;030379
030363;030360
030364;030372
030365;030373
030366;030378
030367;030379
030368;030379
030369;030379
030381;030375
030382;030379
030383;030379
030384;030377
030389;030379
030391;030380
030392;030375
030399;030379
030431;030410
030432;030410
030433;030410
030439;030410
030441;030410
030442;030410
030443;030410
030444;030410
030445;030410
030446;030410
030447;030410
030448;030410
030449;030410
030451;030410
030452;030410
030453;030410
030454;030410
030455;030410
030456;030410
030457;030410
030459;030410
030461;030420
030462;030420
030463;030420
030469;030420
030471;030420
030472;030420
030473;030420
030474;030420
030475;030420
030479;030420
030481;030420
030482;030420
030483;030420
030484;030420
030485;030420
030486;030420
030487;030420
030488;030420
030489;030420
030491;030490
030492;030490
030493;030490
030494;030490
030495;030490
030496;030490
030497;030490
030499;030490
030510;030510
030520;030520
030531;030530
030532;030530
030539;030530
030541;030541
030542;030542
030543;030549
030544;030549
030549;030549
030551;030551
030552;030559
030553;030559
030554;030559
030559;030559
030561;030561
030562;030562
030563;030563
030564;030569
030569;030569
030571;030559
030572;030551
030579;030551
030611;030611
030612;030612
030614;030614
030615;030619
030616;030613
030617;030613
030619;030619
030631;030621
030632;030622
030633;160510
030634;160540
030635;160520
030636;160520
030639;160540
030691;030621
030692;030622
030693;160510
030694;160540
030695;160520
030699;160540
030711;030710
030712;160590
030719;160590
030721;030721
030722;160590
030729;030729
030731;030731
030732;160590
030739;030739
030742;030741
030743;030799
030749;030749
030751;030751
030752;160590
030759;030759
030760;030760
030771;030791
030772;030799
030779;030799
030781;030791
030782;030791
030783;030799
030784;030799
030787;030799
030788;030799
030791;030791
030792;030799
030799;030799
030811;030791
030812;160590
030819;160590
030821;030791
030822;160590
030829;160590
030830;160590
030890;160590
040110;040110
040120;040120
040140;040130
040150;040130
040210;040210
040221;040221
040229;040229
040291;040291
040299;040299
040310;040310
040390;040390
040410;040410
040490;040490
040510;040500
040520;210690
040590;040500
040610;040610
040620;040620
040630;040630
040640;040640
040690;040690
040711;040700
040719;040700
040721;040700
040729;040700
040790;040700
040811;040811
040819;040819
040891;040891
040899;040899
040900;040900
041000;041000
050100;050100
050210;050210
050290;050290
050400;050400
050510;050510
050590;050590
050610;050610
050690;050690
050710;050710
050790;050790
050800;050800
051000;051000
051110;051110
051191;051191
051199;051199
060110;060110
060120;060120
060210;060210
060220;060220
060230;060230
060240;060240
060290;060299
060311;060310
060312;060310
060313;060310
060314;060310
060315;060310
060319;060310
060390;060390
060420;060491
060490;060499
070110;070110
070190;070190
070200;070200
070310;070310
070320;070320
070390;070390
070410;070410
070420;070420
070490;070490
070511;070511
070519;070519
070521;070521
070529;070529
070610;070610
070690;070690
070700;070700
070810;070810
070820;070820
070890;070890
070920;070920
070930;070930
070940;070940
070951;070951
070959;070951
070960;070960
070970;070970
070991;070990
070992;070990
070993;070990
070999;070990
071010;071010
071021;071021
071022;071022
071029;071029
071030;071030
071040;071040
071080;071080
071090;071090
071120;071120
071140;071140
071151;071190
071159;071190
071190;071190
071220;071220
071231;071230
071232;071230
071233;071230
071239;071230
071290;071290
071310;071310
071320;071320
071331;071331
071332;071332
071333;071333
071334;071339
071335;071339
071339;071339
071340;071340
071350;071350
071360;071390
071390;071390
071410;071410
071420;071420
071430;200899
071440;200899
071450;200899
071490;071490
080111;080110
080112;080110
080119;080110
080121;080120
080122;080120
080131;080130
080132;080130
080211;080211
080212;080212
080221;080221
080222;080222
080231;080231
080232;080232
080241;080240
080242;080240
080251;080250
080252;080250
080261;080290
080262;080290
080270;080290
080280;080290
080290;080290
080310;080300
080390;080300
080410;080410
080420;080420
080430;080430
080440;080440
080450;080450
080510;080510
080521;080520
080522;080520
080529;080520
080540;080540
080550;080530
080590;080590
080610;080610
080620;080620
080711;080710
080719;080710
080720;080720
080810;080810
080830;080820
080840;080820
080910;080910
080921;080920
080929;080920
080930;080930
080940;080940
081010;081010
081020;081020
081030;081030
081040;081040
081050;081090
081060;081090
081070;081090
081090;081090
081110;081110
081120;081120
081190;081190
081210;081210
081290;081290
081310;081310
081320;081320
081330;081330
081340;081340
081350;081350
081400;081400
090111;090111
090112;090112
090121;090121
090122;090122
090190;090130
090210;090210
090220;090220
090230;090230
090240;090240
090300;090300
090411;090411
090412;090412
090421;090420
090422;090420
090510;090500
090520;090500
090611;090610
090619;090610
090620;090620
090710;090700
090720;090700
090811;090810
090812;090810
090821;090820
090822;090820
090831;090830
090832;090830
090921;090920
090922;090920
090931;090930
090932;090930
090961;090910
090962;090910
091011;091010
091012;091010
091020;091020
091030;091030
091091;091091
091099;091099
100111;100110
100119;100110
100191;100190
100199;100190
100210;100200
100290;100200
100310;100300
100390;100300
100410;100400
100490;100400
100510;100510
100590;100590
100610;100610
100620;100620
100630;100630
100640;100640
100710;100700
100790;100700
100810;100810
100821;100820
100829;100820
100830;100830
100840;100890
100850;100890
100860;100890
100890;100890
